sample_id,gender,month,height,weight,head_circ
33,male,11,71.01365191,8.20566875,43.97304835
34,male,11,72.40967278,9.615438958,42.85412715
35,male,11,74.42145343,10.02211412,42.75848399
36,male,11,76.07291984,9.133345087,44.02922915
37,male,11,70.92481056,10.24029566,44.19501407
38,male,11,77.11333811,8.970349508,44.97400601
39,male,11,77.15808188,9.283312931,44.87847039
40,male,11,72.32769911,10.34481992,42.81331195
41,male,11,75.39737107,9.342909846,44.68671508
42,male,11,72.53608549,9.418111171,42.01031384
43,male,11,74.26212004,8.770090505,43.79205209
44,male,11,76.2644592,9.446907423,41.21528563
45,male,11,76.14984533,8.949014091,44.08564519
46,male,11,72.88656825,8.140392338,42.31188559
47,male,11,73.76539074,8.72065569,43.51142228
48,male,11,72.64528922,9.232945637,43.92883967
49,male,11,75.14513295,9.514542222,41.80015593
50,male,11,71.53775719,10.14762513,44.67736626
1,male,12,70.70428166,9.626973959,45.21578486
2,male,12,78.49264334,9.510815293,44.23283353
3,male,12,80.01959853,10.37429337,42.41778941
4,male,12,74.83543627,11.29053948,42.1183878
5,male,12,77.14609473,9.540193575,42.09576822
6,male,12,75.68574471,10.42458991,43.364413
7,male,12,78.50119622,9.940328005,43.7719101
8,male,12,76.75287347,9.546767815,44.32374852
9,male,12,76.08696153,8.255380465,44.85485319
10,male,12,72.28164074,8.922713078,43.27782175
11,male,12,77.75761579,9.210279247,45.22130976
12,male,12,75.03337813,8.822854971,43.4562783
13,male,12,73.03336884,8.787125042,42.09909185
14,male,12,75.31658634,9.310952161,44.75618775
15,male,12,75.4591215,10.2663226,44.56837526
16,male,12,77.71249306,8.955873631,44.0415414
17,male,12,73.48194754,9.682722583,44.48943892
18,male,12,74.64047711,9.457905043,45.61612398
19,male,12,78.52742786,10.15516986,43.50386653
20,male,12,78.28146496,9.626905789,45.11200169
21,male,12,77.91010763,9.482285906,43.23897121
22,male,12,78.8568955,9.191067414,45.56177981
23,male,12,76.08765886,10.22432907,43.701283
24,male,12,74.59442099,10.39753315,43.62063479
25,male,12,76.75488772,9.613609738,44.64428608
26,male,12,77.71157394,11.89024793,44.62874143
27,male,12,80.28590322,9.597904751,45.6292779
28,male,12,71.96653357,11.64667677,44.4639795
29,male,12,76.21914784,9.506284335,45.1093918
30,male,12,76.94410971,8.500505056,44.72081416
31,male,12,75.59626255,8.602663394,43.32403082
32,male,12,72.74013773,8.98997104,45.42074625
33,male,12,77.10885169,10.63488559,42.73812579
34,male,12,74.21973709,10.79232631,45.12563773
35,male,12,76.66113685,9.878326015,42.8257996
36,male,12,77.42434824,9.815946705,45.07472636
37,male,12,78.13951832,9.224131295,43.7656045
38,male,12,72.74005878,9.126327083,43.94211433
39,male,12,77.75530951,9.097467828,46.21772635
40,male,12,74.26173542,8.990615004,42.98773943
41,male,12,73.250863,9.222054285,45.15694071
42,male,12,78.19720927,9.164117162,43.08501139
43,male,12,77.87789395,9.969976215,43.92992119
44,male,12,75.23909179,10.13957307,43.75196354
45,male,12,77.14312734,10.72222653,46.22968271
46,male,12,74.06538109,7.885965052,45.42663355
47,male,12,75.41304,9.946583777,43.99045228
48,male,12,75.52192586,9.377072065,44.06112907
49,male,12,75.1665939,9.413526578,43.99805786
50,male,12,77.0947876,8.450807123,42.24602159
1,male,13,79.82092232,9.776985362,42.17911494
2,male,13,76.03403498,9.256795026,43.97542441
3,male,13,76.83794894,10.0490316,43.95366636
4,male,13,80.00983896,9.021033571,43.32821751
5,male,13,76.27482026,12.21219438,43.12921907
6,male,13,71.95232748,9.252530793,44.13680676
7,male,13,77.87656919,9.602457682,46.3405384
8,male,13,75.21571078,8.939863666,43.77879152
9,male,13,75.00277703,9.572378902,45.55280201
10,male,13,79.59955195,11.29397822,43.90433307
11,male,13,81.55119621,9.529175542,44.57142089
12,male,13,74.92441317,10.2271427,46.80865404
13,male,13,78.85894785,9.142154157,44.55393
14,male,13,76.72111911,10.87685451,43.42192166
15,male,13,77.16943417,10.12784612,42.15216445
16,male,13,79.22224973,9.298356881,43.58429417
17,male,13,77.30598159,9.961307261,45.39744073
18,male,13,75.28240583,9.529195416,43.64151269
19,male,13,76.00622314,10.15609593,45.17842785
20,male,13,78.20365699,9.233422382,43.91151561
21,male,13,72.46170007,10.1242511,42.51705841
22,male,13,78.98096433,10.90822485,41.92468426
23,male,13,73.92241481,10.68393314,42.98771736
24,male,13,76.94166902,10.01349476,44.20889842
25,male,13,76.53831794,10.03357364,43.60388118
26,male,13,79.35683202,10.09505211,43.25528352
27,male,13,77.2588137,10.42886583,44.30756875
28,male,13,77.09368436,10.070149,42.88863467
29,male,13,78.22645804,10.22426308,45.36225133
30,male,13,75.32867234,10.24646807,43.48255057
31,male,13,76.52779217,9.959455691,43.99102198
32,male,13,79.13741039,10.3043146,43.11565445
33,male,13,78.19859988,9.84048755,44.85706961
34,male,13,74.47655626,10.50790047,44.64975022
35,male,13,78.1121171,9.500224039,43.66607636
36,male,13,74.28257971,9.93563966,41.83678242
37,male,13,75.76320947,9.822724878,44.39195039
38,male,13,79.20074873,9.048091812,44.7109937
39,male,13,72.62301417,10.63917819,44.78914723
40,male,13,73.51987304,8.986296751,45.45937627
41,male,13,79.37260808,10.71359045,43.21624308
42,male,13,75.35189371,9.052073467,43.31394224
43,male,13,79.26304334,9.112541574,42.66501918
44,male,13,76.58032462,10.40262194,45.22905721
45,male,13,77.71277379,9.742778551,43.64850269
46,male,13,78.44522989,8.508366412,43.24270865
47,male,13,75.66269745,10.85239427,44.14461492
48,male,13,76.32127725,8.058030798,43.9708291
49,male,13,76.11131538,9.315231785,43.43759695
50,male,13,82.25056012,8.73576246,46.55973388
1,male,14,78.23967943,9.602422749,43.51139015
2,male,14,78.8983208,10.06207679,45.76968006
3,male,14,77.35256827,9.766521457,45.12003665
4,male,14,77.54059778,9.594802095,46.57963711
5,male,14,80.61963387,9.885342901,44.53184673
6,male,14,77.35612103,10.18841579,44.41083368
7,male,14,78.03825898,9.400968293,43.66057397
8,male,14,78.71622811,8.547600641,42.9578316
9,male,14,77.17972488,9.351907895,44.03802835
10,male,14,81.7222219,8.666949546,43.68824549
11,male,14,75.28592674,10.44473711,43.78080805
12,male,14,81.82145666,11.30911087,44.84740294
13,male,14,77.33197541,9.198176643,43.863396
14,male,14,80.57852733,9.380195189,40.30345439
15,male,14,74.20156292,9.38712627,44.14920255
16,male,14,79.81655318,10.55187332,44.62588514
17,male,14,79.6652194,10.02194128,44.31519393
18,male,14,75.58468775,10.34226347,44.64121338
19,male,14,76.54018463,10.54002892,43.85958591
20,male,14,78.36769721,10.17348423,45.54284662
21,male,14,80.17328731,10.31348215,43.99327232
22,male,14,76.54460132,9.186204314,43.84950784
23,male,14,77.5741606,9.956748203,45.50969102
24,male,14,80.98555918,9.568727575,45.83134387
25,male,14,75.85804024,9.086619487,43.89731061
26,male,14,79.80080856,9.18171096,44.24803334
27,male,14,78.85265956,10.65632668,43.54780637
28,male,14,75.8989524,9.089617109,44.55584127
29,male,14,76.7310511,9.716970381,46.49219049
30,male,14,79.48822727,10.68779553,45.45148452
31,male,14,78.47302292,10.23048165,45.17476892
32,male,14,80.70768673,10.45664306,44.95994767
33,male,14,76.85661047,10.23196555,44.14607106
34,male,14,74.74247338,9.895787264,42.40082654
35,male,14,79.99087116,8.460197695,45.29883652
36,male,14,76.84361892,9.57381304,44.57386231
37,male,14,78.228647,9.035184421,43.77746019
38,male,14,81.26617945,9.735341,45.97353793
39,male,14,77.5242133,11.43787495,45.4147363
40,male,14,80.94415512,10.09675778,45.85195261
41,male,14,75.91543467,9.496597606,45.29691363
42,male,14,79.75847135,10.62208471,43.48544093
43,male,14,78.4689185,10.34396105,44.09405466
44,male,14,76.60013408,9.943754952,42.10746525
45,male,14,75.56798302,9.840658125,44.15855022
46,male,14,78.14562296,9.898160092,42.26645306
47,male,14,78.48481305,9.950005982,44.53467526
48,male,14,78.52714895,10.43367117,44.58522531
49,male,14,79.02002644,10.08935967,43.65805531
50,male,14,77.12507742,9.560836348,44.37210418
1,male,15,78.12795293,10.78406005,42.65835596
2,male,15,79.55018197,9.711117236,45.05501738
3,male,15,78.07098057,11.11646834,46.88270058
4,male,15,81.41653253,9.513875661,45.32224912
5,male,15,79.43085816,10.72358957,46.67881964
6,male,15,77.9309902,11.08045763,44.42375654
7,male,15,75.66690337,11.05552835,44.27255811
8,male,15,77.8770059,10.12148741,45.97698753
9,male,15,82.98743582,10.6845401,45.2064796
10,male,15,78.0345514,8.70365095,45.56124497
11,male,15,77.51160132,10.51096519,44.43768645
12,male,15,80.34060026,10.12349919,44.54284361
13,male,15,79.93845694,10.61987726,44.90012322
14,male,15,80.52809521,10.27613135,44.65226524
15,male,15,78.57184734,11.10635783,45.54973478
16,male,15,81.23304301,10.08054447,44.15846218
17,male,15,76.87204317,10.71361766,43.49577748
18,male,15,79.00713414,10.12583074,46.37550264
19,male,15,77.76213336,10.6590338,43.71457255
20,male,15,80.39344141,9.338113735,44.94601313
21,male,15,79.34701285,10.62459866,42.36702818
22,male,15,81.20844536,9.927286681,43.82755769
23,male,15,83.01115165,10.47637051,47.50565614
24,male,15,79.36724551,9.587277016,44.7097669
25,male,15,78.08422836,10.57914864,45.57972934
26,male,15,77.53531822,12.29406773,45.25177182
27,male,15,78.60023543,11.27836435,42.89635138
28,male,15,78.96775651,10.88626516,45.63123256
29,male,15,82.88442364,9.766689522,43.37396952
30,male,15,76.95469187,10.42740233,45.45546847
31,male,15,77.02288687,10.08916317,43.1532629
32,male,15,78.32486329,8.810409774,44.56212896
33,male,15,80.21636298,10.03188247,45.23631803
34,male,15,80.66011253,9.978423368,44.2086982
35,male,15,77.37492407,10.13725878,44.42632958
36,male,15,79.34137335,9.827595104,45.28754366
37,male,15,79.01850334,10.65628027,45.46426859
38,male,15,81.37089229,11.54300641,46.42146575
39,male,15,81.16946525,11.00896001,47.98966252
40,male,15,78.50666668,10.66212963,44.46471388
41,male,15,79.18738816,10.23854836,46.19535342
42,male,15,80.34017297,10.25301267,45.43119094
43,male,15,75.95836399,11.01026581,44.68393263
44,male,15,78.51048517,11.09715423,44.53659459
45,male,15,80.19225848,9.7856372,43.40407809
46,male,15,78.10585891,10.86486234,45.78924073
47,male,15,78.98615542,9.37182315,45.84444963
48,male,15,79.06008568,9.365138977,43.99765569
49,male,15,77.72505889,11.31704833,43.15849853
50,male,15,77.21048831,10.22585749,44.63634602
1,male,16,79.82025225,10.42364747,46.14047606
2,male,16,79.54064714,11.08531611,46.88881421
3,male,16,81.78478062,10.26234039,44.13216215
4,male,16,83.1067762,9.807334929,44.6557818
5,male,16,80.17734748,10.49685013,46.8558791
6,male,16,80.95747679,9.203956665,44.3164465
7,male,16,80.0662109,10.06927373,43.58766636
8,male,16,81.3425837,10.29028189,45.21855722
9,male,16,80.61514138,9.390206121,47.65327338
10,male,16,80.64953145,10.52933504,43.89740403
11,male,16,82.31453874,9.887086828,44.23229722
12,male,16,78.32389982,11.17985427,44.67533499
13,male,16,82.95094162,10.20327057,44.8708936
14,male,16,80.86331358,9.636299806,44.33338017
15,male,16,80.54356182,10.56745592,45.37403213
16,male,16,79.13554048,10.36274762,44.01269223
17,male,16,79.88863258,10.42822252,44.63841823
18,male,16,80.91000113,10.55081832,45.61114923
19,male,16,76.27894291,10.1241853,44.95829204
20,male,16,79.0571083,10.17138639,45.62777051
21,male,16,81.31338406,10.85360267,43.13122709
22,male,16,79.64048461,11.53871591,43.80372006
23,male,16,78.67899766,9.052014359,44.61423768
24,male,16,78.99218039,10.30502371,42.9106448
25,male,16,80.64792316,11.08577761,45.02865895
26,male,16,77.09381847,9.574551648,45.9058344
27,male,16,81.85533556,11.21676936,44.64248857
28,male,16,76.07902412,10.13454081,42.83152411
29,male,16,79.24365491,10.89542648,44.50249924
30,male,16,78.70435329,11.43163604,43.23989007
31,male,16,77.8276596,11.02900378,44.48159709
32,male,16,78.15197605,11.25002052,43.11904956
33,male,16,80.67514697,8.854521059,42.3487563
34,male,16,79.97242934,9.508646037,45.82213443
35,male,16,79.62838,10.80702666,45.11167738
36,male,16,75.79054883,9.762453441,43.40295075
37,male,16,77.68379065,10.01368785,43.10552876
38,male,16,79.95051649,11.36895557,43.32603616
39,male,16,78.53173321,10.48154589,44.15576291
40,male,16,78.68613903,10.43172251,46.24168638
41,male,16,82.19412735,10.22809006,45.2554501
42,male,16,80.53361786,9.281473137,43.65111717
43,male,16,78.21669522,9.083598224,45.9733497
44,male,16,79.30947757,10.24756363,43.13045795
45,male,16,79.65868339,10.64831716,46.81288726
46,male,16,78.90743916,9.476738653,44.49942158
47,male,16,78.36829814,9.134553932,46.51886059
48,male,16,80.10157224,11.2928564,43.57985965
49,male,16,81.60826997,10.75489885,44.76348366
50,male,16,80.63101881,10.73746641,44.18752523
1,male,17,80.81972068,11.14196755,45.40904635
2,male,17,81.93685847,10.8883205,43.8355984
3,male,17,82.7084449,9.761148123,43.53024916
4,male,17,80.93302348,11.37510854,43.86035986
5,male,17,82.06602988,9.605847963,47.11906579
6,male,17,79.02341148,10.16498818,45.28819309
7,male,17,80.72566369,10.73351693,46.23429205
8,male,17,80.40143328,10.69669893,44.08528621
9,male,17,81.57176256,10.91253485,44.86636754
10,male,17,81.87890708,11.11361446,44.88950091
11,male,17,80.96512584,9.933229368,44.66919139
12,male,17,79.74419298,9.598801599,44.83357369
13,male,17,79.43354299,9.682586838,45.35501566
14,male,17,81.72918916,10.9021382,44.04910798
15,male,17,83.77799002,10.17607201,45.92434076
16,male,17,79.70444237,10.78903849,47.15424385
17,male,17,80.46888252,11.32808713,44.92746109
18,male,17,81.82829306,10.02978622,45.62386492
19,male,17,80.14622114,11.14728926,45.252568
20,male,17,81.4309874,10.04857524,44.9557924
21,male,17,81.10956738,10.93176972,45.53748727
22,male,17,79.72512198,10.52385222,44.93118693
23,male,17,82.77973838,9.904692386,43.95667847
24,male,17,82.80798489,11.16349526,44.89330782
25,male,17,83.14586506,11.00582308,46.46036094
26,male,17,83.60919351,9.891975623,45.68391985
27,male,17,80.2379126,10.52639126,45.47445587
28,male,17,80.3174844,12.26567865,44.86338786
29,male,17,81.6963142,9.973696047,45.66348709
30,male,17,82.39715386,10.383301,42.56452792
31,male,17,80.5547103,11.48202515,44.91756636
32,male,17,80.39564486,9.720411591,43.20279379
33,male,17,80.0252841,12.16628955,44.51345317
34,male,17,84.01618359,10.0328885,43.31965038
35,male,17,76.43448393,10.13499746,46.52100978
36,male,17,80.88160174,10.47301237,44.17354577
37,male,17,81.27260447,11.2522735,44.41361724
38,male,17,79.18674175,12.76487997,46.48237129
39,male,17,81.9323092,10.83832024,45.97590029
40,male,17,77.4625334,10.93373135,44.58891797
41,male,17,83.01444084,9.538529928,42.57619994
42,male,17,78.03961489,10.59886922,46.00441223
43,male,17,77.01480373,8.848152153,44.55198255
44,male,17,79.74922873,10.31920873,44.15290358
45,male,17,81.50795275,11.52299757,44.3529004
46,male,17,79.96202239,10.36135097,43.65661862
47,male,17,80.13735471,10.45965016,43.2973334
48,male,17,81.83308945,10.52733125,43.78529682
49,male,17,79.18808825,10.41338936,46.29976624
50,male,17,81.03688586,10.57003471,43.74563967
1,male,18,83.24607269,9.642136607,44.71136232
2,male,18,85.40458035,10.36339,45.72932582
3,male,18,83.21095857,10.46088865,45.63478947
4,male,18,85.55804969,11.09884136,42.76118836
5,male,18,83.16100406,10.84516365,46.85406865
6,male,18,82.29384186,10.16898527,45.31352882
7,male,18,78.01258377,11.29430969,46.2996351
8,male,18,79.97314875,11.55860979,43.9752493
9,male,18,81.69397101,9.804407631,44.56212395
10,male,18,83.65331387,10.82880778,44.77727929
11,male,18,81.68722421,10.17568196,45.88256207
12,male,18,83.33293238,10.27429603,43.63469245
13,male,18,80.27875843,10.99390454,44.5249865
14,male,18,81.77915354,11.28929486,45.85019786
15,male,18,82.71231146,10.96610986,46.41304539
16,male,18,81.61716714,10.32560897,44.01366561
17,male,18,82.51438022,11.49079841,46.79453674
18,male,18,81.02557875,11.42232274,44.94086946
19,male,18,83.01125592,10.0074322,44.86906051
20,male,18,82.1459957,10.91921797,45.90790367
21,male,18,82.21060624,9.888234661,46.15139628
22,male,18,78.59730454,11.72671348,44.1899842
23,male,18,81.0200297,10.8890417,46.13749573
24,male,18,79.46967624,11.44699472,43.96124392
25,male,18,79.24913569,10.97170066,46.10628209
26,male,18,81.36162211,10.62421073,44.46350136
27,male,18,81.9944831,11.22534198,44.15570974
28,male,18,82.83884043,9.927677577,46.37082256
29,male,18,84.37339904,9.697122302,45.66433367
30,male,18,83.14436056,10.25819245,43.63843017
31,male,18,84.22293365,10.88453257,46.14427551
32,male,18,81.30001045,10.41041835,44.77908837
33,male,18,81.71510367,10.37441688,45.78211485
34,male,18,84.36182088,11.34459605,45.64857498
35,male,18,82.30229365,10.3484651,43.93604807
36,male,18,79.10753504,11.38211981,44.96220995
37,male,18,80.69154451,10.15894486,45.07186327
38,male,18,84.21442491,10.52046165,44.57902636
39,male,18,81.13959921,10.12158066,42.7067992
40,male,18,82.93354385,10.40166047,44.49079904
41,male,18,82.32702312,9.886812192,45.68833188
42,male,18,81.35692055,11.01289088,46.25932568
43,male,18,81.63350585,11.52762001,46.47418362
44,male,18,83.04426904,10.89835109,45.9565236
45,male,18,82.69819977,11.89858749,44.85798541
46,male,18,84.64587327,9.551929997,44.68509858
47,male,18,81.92034241,10.17391355,44.40308724
48,male,18,80.54590472,11.06725108,46.22651946
49,male,18,82.61521589,11.1433655,44.37583541
50,male,18,83.64013565,10.9288977,45.34421643
1,male,19,87.53573722,12.12197949,46.41387961
2,male,19,82.31900228,12.0727727,45.73090855
3,male,19,82.57992821,9.878486947,45.52410881
4,male,19,84.8767371,10.60781702,44.79618547
5,male,19,85.63444364,9.896176641,43.90082368
6,male,19,81.94850447,10.17845822,44.96791461
7,male,19,84.46268386,11.07377948,44.2724906
8,male,19,82.12620072,11.14598544,45.46730917
9,male,19,81.37186129,10.35368381,45.33782946
10,male,19,84.38438571,11.11112031,44.89617439
11,male,19,83.40234577,10.3905152,45.99592329
12,male,19,83.93972867,11.07458971,47.04554704
13,male,19,82.09704336,10.97920168,45.36661145
14,male,19,86.61045812,10.70119119,45.9492362
15,male,19,84.46404722,10.22793528,44.0686793
16,male,19,82.48863539,10.57427246,45.17999661
17,male,19,84.53522297,11.24380234,45.33716764
18,male,19,80.89242267,10.55407271,45.85009399
19,male,19,82.93827476,10.67214455,45.76151217
20,male,19,85.86638001,10.15116752,45.50874311
21,male,19,82.84120531,10.59611964,45.76979035
22,male,19,84.92993171,10.88260035,44.23617013
23,male,19,82.7783482,10.38962381,45.5291185
24,male,19,78.83374984,10.63210136,43.34689421
25,male,19,81.52759616,10.12951412,46.39203162
26,male,19,83.62319781,11.42441533,46.12085666
27,male,19,85.94845015,12.44684262,45.24057602
28,male,19,82.07253596,10.60233884,47.3255196
29,male,19,83.72436012,11.2266664,44.64211857
30,male,19,81.36684335,12.00737721,46.82682122
31,male,19,81.26873314,10.63088909,46.14136814
32,male,19,81.72309838,10.62758451,47.92758025
33,male,19,85.80121793,11.3530926,46.82283645
34,male,19,84.98658917,10.23335794,46.213758
35,male,19,84.3279638,10.77880445,45.99930845
36,male,19,85.31937885,10.51278445,45.940783
37,male,19,82.39359251,10.22251408,46.33621295
38,male,19,84.64319618,11.19448717,46.21598898
39,male,19,83.59829563,10.80283027,46.74044955
40,male,19,81.20670824,12.41866805,45.1315303
41,male,19,81.62098178,8.909887473,47.42409368
42,male,19,83.29510057,11.35169735,45.26921912
43,male,19,83.59069712,10.32507481,43.73304708
44,male,19,82.589419,10.69963958,46.83023675
45,male,19,81.30666664,10.13783931,43.59298403
46,male,19,79.22730531,11.30488034,45.34599084
47,male,19,84.00794741,11.84879244,44.28193213
48,male,19,82.63898375,11.24237854,46.86908282
49,male,19,84.24340568,10.26170043,46.0982678
50,male,19,80.26280555,12.03013423,44.48075207
1,male,20,81.81866172,10.88539133,46.67932322
2,male,20,83.98846944,11.12511709,45.66151229
3,male,20,81.51565428,10.96553296,46.23736027
4,male,20,80.43238768,10.84893949,46.49396498
5,male,20,85.68883127,11.05668396,44.79143812
6,male,20,85.91165175,10.27861308,45.72086224
7,male,20,82.24306908,11.80724791,42.3676957
8,male,20,83.68309119,11.45243022,44.9785326
9,male,20,82.04545148,11.05517999,46.41560257
10,male,20,84.80121114,11.66178401,46.62261817
11,male,20,84.14361123,10.14449585,46.113455
12,male,20,82.54802514,11.75959027,45.69622816
13,male,20,82.72898667,11.14840131,46.29830413
14,male,20,82.18204573,11.35225472,44.28646199
15,male,20,85.0291111,10.6810016,44.59067272
16,male,20,85.28491681,10.45239449,44.30495858
17,male,20,84.9153023,10.61765786,45.82227132
18,male,20,82.59850957,11.72537713,45.47533673
19,male,20,80.80627771,11.76354366,45.87270045
20,male,20,85.20866376,12.08841068,45.86908189
21,male,20,83.863588,10.95660196,46.7935311
22,male,20,84.12515454,10.47076049,47.49037477
23,male,20,86.16104317,12.03072632,43.8290384
24,male,20,82.50231991,9.913638573,45.92170894
25,male,20,86.37362912,10.88878024,44.67028864
26,male,20,83.41493616,11.42227991,47.0929339
27,male,20,82.84494314,10.18640068,46.2392293
28,male,20,83.80908233,9.907932951,46.8299343
29,male,20,84.94103748,11.34242991,43.91644521
30,male,20,83.80629027,12.13473536,45.49876099
31,male,20,82.48903628,10.49968443,47.33541356
32,male,20,83.66491387,10.51931879,44.36147829
33,male,20,79.37033091,10.34087736,44.20577228
34,male,20,83.2338278,12.0393082,45.22792007
35,male,20,85.06633581,10.50444536,44.59807288
36,male,20,83.87840643,10.41378934,46.39987358
37,male,20,85.50782267,10.43717901,44.89344198
38,male,20,85.12336662,10.58846721,45.14961919
39,male,20,85.42672882,10.58159744,43.78136148
40,male,20,85.4464854,11.42451323,45.8247388
41,male,20,80.89669655,11.21120968,46.20909529
42,male,20,84.20790339,11.33232378,43.85957886
43,male,20,87.29712794,10.5588598,47.13950144
44,male,20,83.28707807,11.50716002,44.2855518
45,male,20,85.06032464,8.86980561,45.94691631
46,male,20,84.47244809,11.78939152,45.60838657
47,male,20,85.25832323,11.13989247,44.35069572
48,male,20,83.68314278,10.71642847,44.73737284
49,male,20,82.96823134,11.33286925,46.53879983
50,male,20,84.3367256,10.14381454,45.32092623
1,male,21,85.49484818,10.75710051,45.40505678
2,male,21,84.74786865,11.27642013,46.7143402
3,male,21,85.15973726,10.10621039,46.05684155
4,male,21,85.88156867,11.1718282,45.31653666
5,male,21,83.62525061,11.17456905,45.82867349
6,male,21,87.26538755,11.00475209,44.00167564
7,male,21,89.28144451,10.29480939,45.91308025
8,male,21,87.90669012,12.01676056,48.22881007
9,male,21,84.23660608,10.16023817,45.33173911
10,male,21,81.63651419,10.16601571,44.93012619
11,male,21,85.20297612,10.79215175,47.24983084
12,male,21,86.77251912,12.28451265,46.60137582
13,male,21,86.57840273,11.27481805,47.30190934
14,male,21,82.76348113,11.38169671,46.31088363
15,male,21,82.98501783,11.04880791,46.09160485
16,male,21,85.35411481,11.38959319,46.42662711
17,male,21,86.28955456,11.64323247,44.57293016
18,male,21,86.75857016,11.69522853,45.92294916
19,male,21,86.65114476,12.15947703,46.12837427
20,male,21,83.26084657,10.65536071,47.83992183
21,male,21,82.60605039,11.08932052,46.62855851
22,male,21,81.27621242,11.48947706,47.56401932
23,male,21,86.05937213,11.77755301,45.67041997
24,male,21,86.67341197,10.96688443,44.59045658
25,male,21,85.73811631,11.65554178,44.62301362
26,male,21,83.08766355,10.81608312,44.05320878
27,male,21,88.07866182,10.96096648,43.44451222
28,male,21,84.39672141,11.90850064,45.14741544
29,male,21,88.48017289,9.882071849,45.02298051
30,male,21,86.14766381,11.35508272,47.30061145
31,male,21,87.36159023,11.84815799,43.64856687
32,male,21,85.72814423,10.95865611,45.7907486
33,male,21,84.97716077,11.63739901,45.08643828
34,male,21,83.17615867,10.70545259,46.38871131
35,male,21,84.03882304,11.31984519,46.52752365
36,male,21,85.01049511,11.20684513,44.59223969
37,male,21,85.63594073,11.1799858,45.39604774
38,male,21,85.0368835,10.30694892,45.34085528
39,male,21,84.76185322,11.08618837,44.33738726
40,male,21,85.44862248,10.63023313,45.7413154
41,male,21,84.10369312,10.9482749,45.16240029
42,male,21,84.08171883,11.9169708,44.82035884
43,male,21,82.33416107,10.80338519,44.37890558
44,male,21,86.70791579,11.17708959,45.66981163
45,male,21,85.1891715,11.27211654,45.69459928
46,male,21,84.94111396,11.06737378,44.82703184
47,male,21,83.69225463,11.76426334,47.5199052
48,male,21,84.62922966,11.17028652,44.2068195
49,male,21,83.03511257,11.30842876,45.37282116
50,male,21,83.10633503,10.57680316,44.72726659
1,male,22,82.35399163,11.03241865,46.72723685
2,male,22,87.86522767,10.8470969,47.03891598
3,male,22,86.23933176,11.6319948,42.74655476
4,male,22,83.87812489,12.10607025,45.00373152
5,male,22,88.21119455,10.97755795,43.41588796
6,male,22,87.1867242,9.749316331,47.90402911
7,male,22,87.41052632,10.70814106,45.86711926
8,male,22,85.57103592,10.64600687,46.22660882
9,male,22,85.19654319,12.12652835,45.72000044
10,male,22,85.81369949,11.40009558,43.83172476
11,male,22,86.76891225,12.39531622,43.79843094
12,male,22,87.51983775,11.58063289,46.75770479
13,male,22,89.01999138,10.21670995,46.1344421
14,male,22,85.03276623,11.64643743,44.82417126
15,male,22,84.07042698,10.77650227,43.9855718
16,male,22,86.19163146,11.30042235,46.5308852
17,male,22,91.74199795,11.22884264,44.61305009
18,male,22,85.18562989,11.1991593,45.34132929
19,male,22,88.17679431,11.06804166,46.64598453
20,male,22,85.5381134,12.64484571,44.63966838
21,male,22,85.09076785,12.3568984,44.11095581
22,male,22,84.65020747,10.67750092,48.01919861
23,male,22,85.59863521,11.43907614,45.07268823
24,male,22,89.11939049,12.10595528,47.85081158
25,male,22,86.57350877,12.0717679,45.14056262
26,male,22,86.92592533,10.67323187,46.21259465
27,male,22,87.59359801,12.28686063,46.32782051
28,male,22,89.93630887,10.80678294,44.2873957
29,male,22,87.4736758,11.38864977,44.81543357
30,male,22,83.28848843,11.41812906,47.93968489
31,male,22,84.03632846,9.956006213,45.67158869
32,male,22,82.98003528,11.20668481,46.97265861
33,male,22,80.58776114,9.829729399,43.73258408
34,male,22,88.45239446,9.923563047,46.81970465
35,male,22,85.06192464,11.5243608,45.33648085
36,male,22,86.75044429,11.53887039,45.48880861
37,male,22,88.24507392,11.98203429,45.05532397
38,male,22,85.02751788,11.56568234,45.61281434
39,male,22,85.74356147,10.82836149,45.93010959
40,male,22,86.66548674,10.73949105,43.62009817
41,male,22,86.42917052,11.86318815,44.73805759
42,male,22,84.52880103,12.31572495,46.24217489
43,male,22,87.38854966,11.8591556,45.55368142
44,male,22,87.0367075,11.45184735,45.82512322
45,male,22,85.45194634,11.25170196,45.34130393
46,male,22,83.67747627,12.43989187,47.1618937
47,male,22,87.20333383,9.555819113,45.70237706
48,male,22,88.71228735,11.99503637,45.60479961
49,male,22,88.62298324,11.1826133,46.52813497
50,male,22,87.65800568,10.51102917,48.45547717
1,male,23,85.98204337,12.08566343,46.4535822
2,male,23,85.89044085,10.81380495,47.19154453
3,male,23,85.78339896,11.74080419,44.80913572
4,male,23,86.11777405,11.62987419,45.88849763
5,male,23,88.24745268,11.59883973,45.20814075
6,male,23,87.38715383,10.20353182,46.87363799
7,male,23,83.37291489,11.61369401,45.97303552
8,male,23,83.3648835,11.15477473,46.57038403
9,male,23,86.85661522,11.00735045,49.01812982
10,male,23,87.18488362,10.67146551,45.01049695
11,male,23,82.51579875,10.70291127,46.46392239
12,male,23,85.34875027,10.90807757,44.56530259
13,male,23,86.95236619,12.37289329,44.92305115
14,male,23,89.67739324,11.98661551,47.12830435
15,male,23,83.07554942,11.69238274,45.70012596
